Frame,Time,Dextran_Area,Dextran_Mean,Dextran_Min,Dextran_Max
533,232.921,123.035,14.73,0,41
534,233.358,123.035,15.459,2,41
535,233.795,123.035,15.486,0,36
536,234.232,123.035,13.378,0,39
537,234.669,123.035,15.108,0,39
538,235.106,123.035,17.892,0,59
539,235.543,123.035,11.378,0,39
540,235.98,123.035,13.486,2,54
541,236.417,123.035,14.486,0,66
542,236.854,123.035,11.432,0,29
543,237.291,123.035,16.514,2,44
544,237.728,123.035,18.351,2,68
545,238.165,123.035,13.27,2,49
546,238.602,123.035,13.811,0,68
547,239.039,123.035,17.405,2,83
548,239.476,123.035,13.297,2,39
549,239.913,123.035,15.162,2,66
550,240.35,123.035,16.73,2,76
551,240.787,123.035,10.054,0,27
552,241.224,123.035,15.054,0,59
553,241.661,123.035,15.703,2,71
554,242.098,123.035,15.865,2,76
555,242.535,123.035,13.189,0,71
556,242.972,123.035,11.865,0,66
557,243.409,123.035,14,0,103
558,243.846,123.035,13.919,0,44
559,244.283,123.035,13.676,2,36
560,244.72,123.035,14.189,2,76
561,245.157,123.035,16.784,2,49
562,245.594,123.035,11.73,0,71
563,246.031,123.035,11.622,2,56
564,246.468,123.035,13.459,0,56
565,246.905,123.035,13.324,0,44
566,247.342,123.035,13.189,0,59
567,247.779,123.035,13.541,0,49
568,248.216,123.035,12.108,0,64
569,248.653,123.035,12.378,0,64
570,249.09,123.035,13.892,2,46
571,249.527,123.035,11.649,2,46
572,249.964,123.035,12.757,2,54
573,250.401,123.035,8.568,0,22
574,250.838,123.035,13.73,0,81
575,251.275,123.035,14.162,0,59
576,251.712,123.035,15.108,2,98
577,252.149,123.035,13.054,0,88
578,252.586,123.035,10.757,0,54
579,253.023,123.035,11.486,0,83
580,253.46,123.035,11.811,0,44
581,253.897,123.035,12.351,0,88
582,254.334,123.035,13.351,0,66
583,254.771,123.035,12.027,0,41
584,255.208,123.035,11.541,0,59
585,255.645,123.035,10.081,0,34
586,256.082,123.035,12.892,0,54
587,256.519,123.035,13.541,0,59
588,256.956,123.035,13.405,0,39
589,257.393,123.035,14.486,0,46
590,257.83,123.035,11.784,0,54
591,258.267,123.035,12.703,2,46
592,258.704,123.035,13.027,0,44
593,259.141,123.035,13.811,0,68
594,259.578,123.035,10.757,0,49
595,260.015,123.035,17.324,2,51
596,260.452,123.035,12.27,0,59
597,260.889,123.035,12.595,0,46
598,261.326,123.035,13.838,0,51
599,261.763,123.035,13.568,0,56
600,262.2,123.035,12.297,0,56
